Id;LotArea;OverallQual;YearBuilt;BsmtFinSF1;TotalBsmtSF;1stFlrSF;GrLivArea;FullBath;GarageCars;GarageArea;SalePrice
954;11075;5;1969;562;784;1168;1968;2;2;530;172000
955;9400;6;1975;945;945;980;980;2;0;0;127500
956;7136;6;1946;484;979;979;1958;2;2;492;145000
957;1300;6;1980;285;561;561;1229;1;2;462;124000
958;7420;5;1962;417;1057;1057;1057;1;2;576;132000
959;8450;7;2003;699;1337;1337;1337;2;2;531;185000
960;2572;7;1999;604;696;696;1416;2;2;484;155000
961;7207;5;1958;696;858;858;858;1;0;0;116500
962;12227;6;1977;896;1330;1542;2872;2;2;619;272000
963;2308;6;1976;556;804;804;1548;2;2;440;155000
964;11923;9;2007;0;1800;1800;1800;2;2;702;239000
965;11316;7;2002;624;817;824;1894;2;2;510;214900
966;10237;6;2005;0;783;783;1484;2;2;393;178900
967;9600;5;1940;428;728;976;1308;1;1;256;160000
968;7390;5;1955;902;1098;1098;1098;1;1;260;135000
969;5925;3;1910;0;600;600;968;1;0;0;37900
970;10382;6;1958;513;588;1095;1095;1;1;264;140000
971;10800;4;1949;0;720;720;1192;1;0;0;135000
972;2268;7;2003;567;764;764;1626;2;2;474;173000
973;7892;6;1979;0;918;918;918;2;1;264;99500
974;11639;7;2007;0;1428;1428;1428;2;2;480;182000
975;11414;7;1910;0;728;1136;2019;1;2;532;167500
976;2651;7;2000;641;673;673;1382;2;2;490;165000
977;5900;4;1923;0;440;869;869;1;0;0;85500
978;4274;7;2006;1106;1241;1241;1241;1;2;569;199900
979;9450;4;1954;552;894;894;894;1;2;400;110000
980;8816;5;1963;651;1121;1121;1121;1;2;480;139000
981;12122;7;1961;867;944;999;999;1;2;588;178400
982;12203;8;1998;854;1225;1276;2612;2;3;676;336000
983;3182;7;2007;0;1266;1266;1266;2;2;388;159895
984;11250;8;2002;0;1128;1149;2290;2;2;779;255900
985;10125;5;1977;0;0;1302;1734;2;2;539;126000
986;10880;5;1950;1040;1164;1164;1164;1;1;240;125000
987;5310;6;1910;0;485;1001;1635;1;1;255;117000
988;10159;9;2009;1646;1930;1940;1940;2;3;606;395192
989;12046;6;1976;156;848;1118;2030;2;2;551;195000
990;8125;7;2006;0;770;778;1576;2;2;614;197000
991;9452;8;1997;1074;1396;1407;2392;2;3;870;348000
992;17671;8;1882;216;916;916;1742;1;2;424;168000
993;9760;6;1964;536;822;1020;1851;2;2;440;187000
994;8846;6;2005;0;750;750;1500;2;2;564;173900
995;12456;10;2006;1172;1700;1718;1718;2;3;786;337500
996;4712;4;1946;384;747;774;1230;1;1;305;121600
997;10659;5;1961;915;1050;1050;1050;1;1;368;136500
998;11717;6;1970;0;1442;1442;1442;2;2;615;185000
999;9786;3;1922;0;1007;1077;1077;1;1;210;91000
1000;6762;7;2006;686;1187;1208;1208;2;2;632;206000
1001;10206;3;1952;0;0;944;944;1;2;528;82000
1002;5400;5;1920;0;691;691;691;1;1;216;86000
1003;11957;8;2006;24;1574;1574;1574;2;3;824;232000
1004;11500;5;1976;0;1680;1680;1680;2;2;528;136905
1005;3182;7;2005;16;1346;1504;1504;2;2;457;181000
1006;8385;5;1977;595;985;985;985;2;1;328;149900
1007;12155;6;1970;1237;1657;1657;1657;2;2;484;163500
1008;2217;4;1970;273;546;546;1092;1;1;286;88000
1009;12118;7;2004;0;1710;1710;1710;2;2;550;240000
1010;6000;5;1926;0;1008;1008;1522;2;0;0;102000
1011;21286;5;1948;0;720;720;1271;2;1;312;135000
1012;9825;5;1965;0;0;1664;1664;2;0;0;100000
1013;10592;6;1923;0;602;900;1502;1;1;180;165000
1014;7200;5;1910;247;1022;1022;1022;1;1;280;85000
1015;11664;6;1948;336;1082;1082;1082;1;1;240;119200
1016;8400;8;2001;643;810;810;1665;2;2;528;227000
1017;11883;7;1996;690;1504;1504;1504;2;2;478;203000
1018;5814;8;1984;1036;1220;1360;1360;1;2;565;187500
1019;10784;7;1991;0;384;802;1472;2;2;402;160000
1020;3013;7;2005;16;1362;1506;1506;2;2;440;213490
1021;7024;4;2005;1024;1132;1132;1132;1;2;451;176000
1022;7406;7;2006;684;1199;1220;1220;2;2;632;194000
1023;9439;5;1930;324;912;912;1248;1;1;160;87000
1024;3182;7;2005;16;1346;1504;1504;2;2;437;191000
1025;15498;8;1976;1165;1565;2898;2898;2;2;665;287000
1026;7700;5;1972;138;882;882;882;1;2;461;112500
1027;9300;5;1960;697;1268;1264;1264;1;2;461;167500
1028;9520;8;2007;1513;1638;1646;1646;2;3;800;293077
1029;9492;5;1941;368;768;968;1376;1;1;240;105000
1030;1680;6;1972;317;672;672;1218;1;1;264;118000
1031;7082;5;1916;0;686;948;1928;2;0;0;160000
1032;15863;7;1920;523;824;1687;3082;2;2;672;197000
1033;14541;8;1993;1012;1338;1352;2520;2;3;796;310000
1034;8125;7;2002;986;1654;1654;1654;2;3;900;230000
1035;6305;5;1938;0;920;954;954;1;1;240;119750
1036;11500;4;1957;0;0;845;845;1;1;290;84000
1037;12898;9;2007;1022;1620;1620;1620;2;3;912;315500
1038;9240;8;2001;0;1055;1055;2263;2;2;905;287000
1039;1533;4;1970;0;546;798;1344;1;0;0;97000
1040;1477;4;1970;509;630;630;630;1;1;286;80000
1041;13125;5;1957;168;1134;1803;1803;2;2;484;155000
1042;9130;6;1966;400;800;800;1632;1;2;484;173000
1043;5381;6;2005;900;1306;1306;1306;2;2;624;196000
1044;11839;7;1990;1085;1475;1532;2329;2;2;514;262280
1045;9600;8;1981;1104;2524;2524;2524;2;2;542;278000
1046;13680;3;1955;0;0;1733;1733;2;2;452;139600
1047;16056;9;2005;240;1992;1992;2868;3;3;716;556581
1048;9245;5;1994;686;990;990;990;1;2;672;145000
1049;21750;5;1960;0;0;1771;1771;1;2;336;115000
1050;11100;4;1946;0;0;930;930;1;1;308;84900
1051;8993;7;2007;0;1302;1302;1302;2;2;436;176485
1052;11175;7;2007;0;1316;1316;1316;2;2;440;200141
1053;9500;6;1964;442;816;1127;1977;1;2;540;165000
1054;8562;5;1957;383;1216;1526;1526;1;1;364;144500
1055;11367;8;2002;932;1065;1091;1989;2;2;586;255000
1056;11361;6;1976;644;1193;1523;1523;2;2;478;180000
1057;7052;7;2005;659;1364;1364;1364;2;2;484;185850
1058;29959;7;1994;595;973;979;1850;2;2;467;248000
1059;11308;9;2008;936;1104;1130;2184;2;3;836;335000
1060;11275;6;1932;297;854;1096;1991;1;2;432;220000
1061;4920;8;2001;616;1338;1338;1338;2;2;582;213500
1062;18000;3;1935;0;894;894;894;1;3;1248;81000
1063;13600;5;1900;0;662;1422;2337;2;2;560;90000
1064;6000;6;1925;397;1103;1103;1103;1;2;440;110500
1065;11000;5;1966;740;1154;1154;1154;1;2;480;154000
1066;14000;7;1996;1201;1306;1306;2260;2;2;533;328000
1067;7837;6;1993;0;799;799;1571;2;2;380;178000
1068;9760;6;1964;674;780;798;1611;1;2;442;167900
1069;3964;6;1973;837;942;1291;2521;2;2;576;151400
1070;9600;5;1949;220;845;893;893;1;2;576;135000
1071;10152;5;1956;586;1048;1048;1048;1;1;286;135000
1072;11700;6;1968;298;727;829;1556;1;2;441;154000
1073;7585;5;1948;0;810;1002;1456;1;1;280;91500
1074;7950;6;1977;535;690;698;1426;1;2;440;159500
1075;8556;7;2006;0;1240;1240;1240;2;3;826;194000
1076;13125;7;1940;410;800;960;1740;1;1;240;219500
1077;10800;5;1936;626;796;1096;1466;2;2;566;170000
1078;15870;5;1969;75;1096;1096;1096;1;1;299;138800
1079;4435;6;2004;662;848;848;848;1;2;420;155900
1080;8775;5;1994;495;990;990;990;1;1;299;126000
1081;11040;6;1971;656;1258;1258;1258;2;2;528;145000
1082;7500;5;1963;824;1040;1040;1040;1;1;308;133000
1083;8749;7;2002;0;1459;1459;1459;2;2;527;192000
1084;8800;6;1964;553;1251;1251;1251;1;1;461;160000
1085;13031;6;1995;592;691;691;1498;2;2;409;187500
1086;9069;6;1992;747;936;996;996;1;2;564;147000
1087;1974;4;1973;334;546;546;1092;1;1;286;83500
1088;10574;8;2005;0;1082;1082;1953;2;3;1043;252000
1089;2522;7;2004;0;970;970;1709;2;2;380;137500
1090;3316;8;2005;1039;1247;1247;1247;1;2;550;197000
1091;8544;3;1950;0;0;1040;1040;2;2;400;92900
1092;2160;7;1999;510;600;624;1252;2;2;462;160000
1093;8400;6;1925;423;1181;1390;1694;2;2;576;136500
1094;9230;5;1965;661;864;1200;1200;1;2;884;146000
1095;5868;5;1956;248;936;936;936;1;1;308;129000
1096;9317;6;2006;24;1314;1314;1314;2;2;440;176432
1097;6882;6;1914;0;684;773;1355;1;0;0;127000
1098;3696;8;1986;0;1074;1088;1088;1;2;461;170000
1099;6000;4;1936;672;672;757;1324;1;1;240;128000
1100;11880;7;1978;704;1271;1601;1601;2;2;478;157000
1101;8400;2;1920;290;290;438;438;1;1;246;60000
1102;9758;5;1971;412;950;950;950;1;1;280;119500
1103;7000;5;1960;588;1010;1134;1134;1;1;254;135000
1104;8910;6;1959;655;655;1194;1194;1;2;539;159500
1105;2016;5;1970;0;630;630;1302;2;2;440;106000
1106;12256;8;1994;1032;1463;1500;2622;2;2;712;325000
1107;10357;7;1990;738;910;1442;1442;2;2;719;179900
1108;23257;7;2006;0;868;887;2021;2;2;422;274725
1109;8063;6;2000;0;924;948;1690;2;2;463;181000
1110;11362;8;2004;1039;1836;1836;1836;2;3;862;280000
1111;8000;6;1995;219;773;773;1658;2;2;431;188000
1112;10480;7;1976;403;803;1098;1964;2;2;483;205000
1113;7100;5;1957;708;816;816;816;1;1;308;129900
1114;8923;5;1953;643;1008;1008;1008;1;1;240;134500
1115;5400;5;1954;415;833;833;833;1;1;326;117000
1116;12085;8;2007;1004;1734;1734;1734;2;3;928;318000
1117;7750;8;2002;353;408;779;1419;2;2;527;184100
1118;9764;5;1967;702;894;894;894;1;2;450;130000
1119;13825;5;1958;0;533;1021;1601;1;1;300;140000
1120;7560;5;1959;369;1040;1040;1040;1;1;286;133700
1121;8263;6;1920;0;1012;1012;1012;1;1;308;118400
1122;10084;7;2005;24;1552;1552;1552;2;3;782;212900
1123;8926;4;1956;0;672;960;960;1;1;288;112000
1124;9405;5;1947;0;698;698;698;1;0;0;118000
1125;9125;7;1992;0;384;812;1482;2;2;392;163900
1126;10434;4;1955;0;1005;1005;1005;1;2;672;115000
1127;3684;7;2007;0;1373;1555;1555;2;3;660;174000
1128;14572;7;2004;1300;1530;1530;1530;2;3;630;259000
1129;11796;7;2004;0;847;847;1959;2;2;434;215000
1130;7200;5;1980;936;936;936;936;1;2;672;140000
1131;7804;4;1928;622;1122;1328;1981;2;2;576;135000
1132;10712;5;1991;212;974;974;974;1;0;0;93500
1133;9900;6;1880;0;1008;1178;2210;2;1;205;117500
1134;9828;8;1995;584;1128;1142;2020;2;2;466;239500
1135;8773;6;1997;0;916;916;1600;2;2;460;169000
1136;6180;6;1926;0;960;986;986;1;1;180;102000
1137;9600;6;1950;280;1032;1032;1252;1;1;288;119000
1138;6342;5;1875;0;780;780;1020;1;0;0;94000
1139;9819;6;1977;1567;1567;1567;1567;2;2;714;196000
1140;8731;5;1920;645;915;1167;1167;1;2;495;144000
1141;7350;5;1951;852;952;952;952;1;2;840;139000
1142;10304;5;1976;381;780;1088;1868;2;2;484;197500
1143;9965;8;2006;1150;1466;1466;2828;3;3;1052;424870
1144;9000;5;1959;288;1006;1006;1006;1;0;0;80000
1145;12180;4;1941;348;672;672;924;1;1;280;80000
1146;6240;5;1928;0;1042;1042;1576;1;1;225;149000
1147;11200;6;1985;1258;1298;1298;1298;2;2;403;180000
1148;12000;7;1941;275;704;860;1564;1;1;234;174500
1149;5700;7;1926;0;572;572;1111;1;1;288;116900
1150;9000;7;1920;624;650;832;1482;1;2;324;143000
1151;8280;6;1950;0;932;932;932;1;1;306;124000
1152;17755;5;1959;176;1466;1466;1466;1;2;528;149900
1153;14115;6;1956;296;1073;1811;1811;1;2;470;230000
1154;5890;6;1930;538;816;816;816;1;1;432;120500
1155;13700;7;1965;454;864;902;1820;1;2;492;201800
1156;10768;5;1976;1157;1437;1437;1437;2;2;528;218000
1157;9350;5;1965;633;1219;1265;1265;2;2;502;179900
1158;5001;7;2007;904;1314;1314;1314;2;2;626;230000
1159;11932;8;2007;0;1580;1580;1580;2;3;830;235128
1160;9120;6;1974;442;901;943;1876;2;2;540;185000
1161;2280;6;1978;311;855;855;1456;2;2;440;146000
1162;14778;6;1954;728;1296;1640;1640;1;2;924;224000
1163;8724;5;1968;492;894;894;894;1;2;450;129000
1164;12900;4;1969;1198;1198;1258;1258;0;2;400;108959
1165;16157;5;1978;680;1360;1432;1432;1;2;588;194000
1166;9541;7;2009;0;1502;1502;1502;2;2;644;233170
1167;10475;8;2008;0;1694;1694;1694;2;3;776;245350
1168;10852;6;2000;786;959;959;1671;2;2;472;173000
1169;13728;6;1935;626;1127;1236;2108;2;2;540;235000
1170;35760;10;1995;1387;1930;1831;3627;3;3;807;625000
1171;9880;6;1977;522;1096;1118;1118;1;1;358;171000
1172;9120;6;1958;662;1261;1261;1261;1;2;433;163000
1173;4017;7;2006;0;625;625;1250;2;2;625;171900
1174;18030;5;1946;152;1598;1636;3086;3;0;0;200500
1175;16560;6;1932;503;952;1170;2345;2;2;360;239000
1176;10678;8;1992;700;1683;2129;2872;2;2;541;285000
1177;6951;5;1984;658;876;923;923;1;1;264;119500
1178;3950;6;1926;468;818;818;1224;1;1;210;115000
1179;7681;5;1921;0;731;820;1343;1;1;186;154900
1180;8335;5;1954;0;0;1124;1124;1;0;0;93000
1181;11170;7;1990;1216;1216;1298;2514;2;2;693;250000
1182;5587;8;2008;1480;1600;1652;1652;2;2;482;392500
1183;15623;10;1996;2096;2396;2411;4476;3;3;813;745000
1184;10800;5;1920;821;1120;1130;1130;1;2;720;120000
1185;35133;5;1963;1159;1572;1572;1572;1;3;995;186700
1186;9738;5;1924;392;784;949;1221;1;1;392;104900
1187;10615;3;1900;440;978;1014;1699;2;2;420;95000
1188;12461;8;1994;1456;1624;1624;1624;2;3;757;262000
1189;8935;7;2002;0;831;831;1660;2;2;493;195000
1190;7500;7;1999;0;994;1028;1804;2;2;442;189000
1191;32463;4;1961;1159;1249;1622;1622;1;4;1356;168000
1192;2645;8;1999;0;776;764;1441;2;2;492;174000
1193;9600;5;1925;0;702;842;1472;1;1;250;125000
1194;4500;6;1999;883;1224;1224;1224;2;2;402;165000
1195;9364;6;1969;371;663;663;1352;1;1;299;158000
1196;8029;6;2005;0;728;728;1456;2;2;400;176000
1197;14054;7;2006;0;879;879;1863;2;3;660;219210
1198;8850;7;1916;0;815;815;1690;1;1;225;144000
1199;9100;7;2001;0;1212;1212;1212;2;2;573;178000
1200;11235;4;1963;547;1051;1382;1382;1;2;459;148000
1201;9353;4;1970;0;864;864;864;1;1;280;116050
1202;10400;7;1998;0;866;866;1779;2;2;546;197900
1203;6000;5;1925;0;884;884;1348;1;1;216;117000
1204;9750;7;2000;0;1630;1630;1630;2;2;451;213000
1205;10140;5;1975;788;1056;1074;1074;1;2;495;153500
1206;14684;7;1990;485;2158;2196;2196;2;3;701;271900
1207;8900;4;1966;1056;1056;1056;1056;1;1;384;107000
1208;9135;6;2003;340;1682;1700;1700;2;2;544;200000
1209;7763;5;1962;504;931;1283;1283;1;2;506;140000
1210;10182;8;2006;1220;1660;1660;1660;2;2;500;290000
1211;11218;6;1992;0;1055;1055;1845;2;2;462;189000
1212;12134;8;1988;427;559;1080;1752;2;2;492;164000
1213;9340;4;1941;344;672;672;672;1;1;234;113000
1214;10246;4;1965;648;648;960;960;0;1;364;145000
1215;10205;5;1962;784;925;999;999;1;1;300;134500
1216;7094;5;1966;180;894;894;894;1;1;384;125000
1217;8930;6;1978;0;0;1318;1902;2;2;539;112000
1218;8640;8;2009;936;1300;1314;1314;2;2;552;229456
1219;6240;4;1947;0;0;672;912;1;0;0;80500
1220;1680;6;1971;0;672;672;1218;1;0;0;91500
1221;7800;5;1964;312;912;912;912;1;1;288;115000
1222;8250;5;1968;250;952;1211;1211;1;1;322;134000
1223;10496;6;1949;196;1040;1168;1846;2;1;315;143000
1224;10680;5;1951;756;2136;2136;2136;2;2;528;137900
1225;15384;7;2004;724;788;788;1490;2;2;388;184000
1226;10482;6;1958;507;588;1138;1138;1;1;264;145000
1227;14598;6;2007;0;894;894;1933;2;3;668;214000
1228;8872;5;1965;595;912;912;912;1;2;576;147000
1229;8769;9;2008;1540;1702;1702;1702;1;3;1052;367294
1230;7910;5;1960;666;1075;1507;1507;2;1;404;127000
1231;18890;5;1977;498;1361;1361;2620;2;2;600;190000
1232;7728;5;1962;803;1106;1190;1190;1;2;540;132500
1233;9842;4;1962;0;0;1224;1224;2;2;462;101800
1234;12160;5;1959;1000;1188;1188;1188;1;2;531;142000
1235;8525;5;1911;0;940;1024;1964;1;0;0;130000
1236;13132;5;1914;0;747;892;1784;1;1;180;138887
1237;2628;7;2003;0;764;764;1626;2;2;474;175500
1238;12393;7;2004;0;847;847;1948;2;2;434;195000
1239;13072;6;2005;0;1141;1141;1141;1;2;484;142500
1240;9037;8;2006;428;1476;1484;1484;2;2;472;265900
1241;8158;7;2003;550;884;884;1768;2;2;543;224900
1242;9849;7;2007;0;1689;1689;1689;2;3;954;248328
1243;10625;7;1974;885;1053;1173;1173;2;2;528;170000
1244;13891;10;2006;1386;2076;2076;2076;2;3;850;465000
1245;11435;8;1929;0;792;792;1517;1;2;400;230000
1246;12090;6;1984;0;585;1140;1868;3;2;477;178000
1247;8125;7;2005;0;756;756;1553;2;2;615;186500
1248;12328;6;1976;539;1012;1034;1034;1;3;888;169900
1249;9600;6;1917;319;735;1134;2058;1;2;396;129500
1250;7200;5;1950;534;876;988;988;1;1;276;119000
1251;11160;7;1968;1065;2110;2110;2110;2;2;522;244000
1252;3136;7;2003;0;1405;1405;1405;2;2;478;171750
1253;9858;5;1968;510;864;874;874;1;1;288;130000
1254;17542;7;1974;125;1192;1516;2167;2;2;518;294000
1255;6931;7;2003;0;746;760;1656;2;2;397;165400
1256;6240;6;1931;425;884;959;1367;1;1;560;127500
1257;14303;8;1994;1314;1986;1987;1987;2;2;691;301500
1258;4060;5;1922;0;864;864;864;1;0;0;99900
1259;9587;7;2005;655;856;1166;1166;2;2;400;190000
1260;9750;6;1969;602;1054;1054;1054;1;2;460;151000
1261;24682;6;1999;0;841;892;1675;2;2;502;181000
1262;9600;5;1956;504;1050;1050;1050;1;1;338;128900
1263;11250;4;1957;0;1104;1104;1788;1;1;304;161500
1264;13515;6;1919;0;764;1060;1824;1;2;520;180500
1265;4060;6;1998;266;1405;1337;1337;2;2;511;181000
1266;3735;7;1999;450;691;713;1452;2;2;506;183900
1267;10120;7;1910;0;925;964;1889;1;1;308;122000
1268;13214;9;2008;0;2002;2018;2018;2;3;746;378500
1269;14100;8;1935;192;728;1968;3447;3;3;1014;381000
1270;11344;5;1958;460;874;874;1524;1;1;315;144000
1271;23595;7;1979;1258;1332;1332;1524;0;2;586;260000
1272;9156;6;1968;0;1489;1489;1489;2;2;462;185750
1273;13526;5;1965;560;935;935;935;1;1;288;137000
1274;11512;6;1959;719;1019;1357;1357;1;1;312;177000
1275;5362;5;1910;0;661;661;1250;2;2;552;139000
1276;11345;5;1948;220;928;928;1920;2;2;400;137000
1277;12936;6;1972;593;723;735;1395;1;2;497;162000
1278;17871;6;1967;528;1680;1724;1724;1;2;480;197900
1279;9473;8;2002;804;1128;1128;2031;2;2;577;237000
1280;7500;4;1920;0;698;698;1128;1;2;528;68400
1281;9808;7;2002;788;1573;1573;1573;2;2;544;227000
1282;8049;7;1990;1053;1309;1339;1339;2;2;484;180000
1283;8800;5;1977;532;1040;1040;1040;2;2;484;150500
1284;9400;6;1971;0;912;912;1824;2;0;0;139000
1285;9638;6;1919;0;804;1699;2447;2;1;336;169000
1286;6000;6;1939;0;780;825;1412;1;1;280;132500
1287;9790;6;1963;569;1328;1328;1328;1;2;528;143000
1288;36500;5;1964;812;1624;1582;1582;2;2;390;190000
1289;5664;8;2000;1158;1501;1659;1659;2;2;499;278000
1290;11065;8;2006;0;1085;1120;1970;2;3;753;281000
1291;14112;5;1964;1014;1152;1152;1152;1;2;484;180500
1292;1680;5;1972;231;630;630;1302;2;1;264;119500
1293;6600;5;1892;0;994;1378;2372;2;1;432;107500
1294;10140;7;1976;194;832;832;1664;2;2;528;162900
1295;8172;5;1955;167;864;864;864;1;2;572;115000
1296;8400;5;1968;1016;1052;1052;1052;1;1;288;138500
1297;8700;5;1963;776;1120;1128;1128;2;2;525;155000
1298;3675;6;2005;547;547;1072;1072;2;2;525;140000
1299;63887;10;2008;5644;6110;4692;5642;2;2;1418;160000
1300;7500;5;1959;340;1246;1246;1246;1;1;305;154000
1301;10762;7;1999;694;978;1005;1983;2;2;490;225000
1302;7500;6;1942;547;771;753;1494;1;1;213;177500
1303;10120;8;1994;740;1165;1203;2526;2;3;844;290000
1304;8688;7;2005;0;1616;1616;1616;2;3;834;232000
1305;3363;7;2004;0;976;976;1708;2;2;380;130000
1306;13173;9;2006;1572;1652;1652;1652;2;2;840;325000
1307;6955;7;2005;0;1368;1368;1368;2;2;474;202500
1308;8072;5;1994;746;990;990;990;1;2;480;138000
1309;12000;5;1948;144;924;1122;1122;1;2;528;147000
1310;7153;6;1991;1200;1278;1294;1294;2;2;496;179200
1311;17500;7;1959;1406;1902;1902;1902;2;2;567;335000
1312;8814;7;2005;925;1274;1274;1274;2;2;508;203000
1313;9572;8;1990;482;1453;1453;2810;2;2;750;302000
1314;14774;9;1999;0;1393;1422;2599;2;3;779;333168
1315;8190;4;1954;732;948;948;948;1;1;280;119000
1316;11075;6;1969;500;952;1092;2112;2;2;576;206900
1317;10226;8;2008;0;1622;1630;1630;2;3;860;295493
1318;4230;7;2006;0;1352;1352;1352;2;2;466;208900
1319;14781;8;2001;0;1753;1787;1787;2;3;748;275000
1320;10215;4;1954;492;864;948;948;1;1;248;111000
1321;8400;6;1957;189;1478;1478;1478;1;2;442;156500
1322;6627;3;1949;0;0;720;720;1;1;287;72500
1323;10186;7;1992;674;750;1061;1923;2;2;564;190000
1324;5330;4;1940;280;420;708;708;1;0;0;82500
1325;9986;8;2006;0;1795;1795;1795;2;3;895;147000
1326;3636;4;1922;0;796;796;796;1;0;0;55000
1327;4270;3;1931;544;544;774;774;1;0;0;79000
1328;6600;5;1982;641;816;816;816;1;1;264;130500
1329;10440;6;1920;493;1510;1584;2792;2;2;520;256000
1330;9084;7;1998;0;935;955;1632;2;2;462;176500
1331;10000;8;2006;0;1588;1588;1588;2;3;825;227000
1332;10780;5;1976;483;911;954;954;1;2;576;132500
1333;8877;4;1938;690;816;816;816;1;1;288;100000
1334;7200;5;1938;0;803;803;1360;1;1;297;125500
1335;2368;5;1970;765;765;765;1365;1;2;440;125000
1336;9650;6;1977;686;1350;1334;1334;2;2;630;167900
1337;9246;5;1973;0;1656;1656;1656;2;2;506;135000
1338;4118;4;1941;0;693;693;693;1;0;0;52500
1339;13450;7;2002;700;916;920;1861;2;2;492;200000
1340;9560;5;1972;360;864;864;864;1;1;288;128500
1341;8294;4;1971;0;858;872;872;1;4;480;123000
1342;13695;6;2003;814;1114;1114;1114;1;2;576;155000
1343;9375;8;2002;0;1284;1284;2169;2;2;647;228500
1344;7558;6;1928;0;896;1172;1913;1;2;342;177000
1345;11103;7;2006;0;728;728;1456;2;2;440;155835
1346;6000;4;1920;250;960;960;960;1;1;308;108500
1347;20781;7;1968;297;1568;2156;2156;2;2;508;262500
1348;15306;8;2006;80;1732;1776;1776;2;3;712;283463
1349;16196;7;1998;1443;1482;1494;1494;2;2;514;215000
1350;5250;8;1872;259;684;938;2358;2;0;0;122000
1351;11643;5;1969;500;1248;1338;2634;2;4;968;200000
1352;9247;6;1962;319;858;858;1716;1;2;490;171000
1353;6000;6;1937;0;698;786;1176;1;2;624;134900
1354;14720;8;1995;816;2033;2053;3238;2;3;666;410000
1355;10316;7;2000;735;992;992;1865;2;3;839;235000
1356;10192;7;1968;0;570;1222;1920;3;2;487;170000
1357;9477;5;1966;340;864;892;892;1;1;264;110000
1358;12537;5;1971;734;1078;1078;1078;1;2;500;149900
1359;2117;6;2000;378;756;769;1573;2;2;440;177500
1360;16737;9;2004;1447;1980;1980;1980;2;3;770;315000
1361;9842;5;1921;0;612;990;2601;3;2;621;189000
1362;16158;7;2005;1274;1530;1530;1530;2;2;430;260000
1363;12513;4;1920;0;715;1281;1738;2;1;368;104900
1364;8499;6;2006;0;616;616;1412;2;2;432;156932
1365;3180;7;2005;0;600;520;1200;2;2;480;144152
1366;7500;7;2000;533;814;814;1674;2;2;663;216000
1367;9179;7;1999;633;873;882;1790;2;2;588;193000
1368;2665;5;1977;548;757;925;1475;2;1;336;127000
1369;4435;6;2003;685;848;848;848;1;2;420;144000
1370;10635;8;2003;370;1657;1668;1668;2;2;502;232000
1371;5400;4;1920;315;840;840;1374;1;1;338;105000
1372;9600;6;1955;831;992;1661;1661;1;1;377;165500
1373;9750;7;1998;975;1108;1108;2097;2;2;583;274300
1374;11400;10;2001;1282;2633;2633;2633;2;3;804;466500
1375;10625;7;2005;0;1026;1026;1958;2;3;936;250000
1376;10991;8;2007;0;1571;1571;1571;2;3;722;239000
1377;6292;6;1930;384;768;790;790;1;1;160;91000
1378;10998;5;1941;408;984;984;1604;2;2;660;117000
1379;1953;6;1973;309;483;483;987;1;1;264;83000
1380;9735;5;2006;0;384;754;1394;2;2;400;167500
1381;8212;3;1914;203;864;864;864;1;1;200;58500
1382;12925;6;1970;865;1205;2117;2117;2;2;550;237500
1383;7200;7;1920;0;596;998;1762;1;2;576;157000
1384;25339;5;1918;0;816;1416;1416;2;2;576;112000
1385;9060;6;1939;204;560;698;1258;1;1;280;105000
1386;5436;4;1922;735;796;796;1154;1;1;240;125500
1387;16692;7;1978;790;1392;1392;2784;3;2;564;250000
1388;8520;6;1916;168;714;1664;2526;2;1;216;136000
1389;14892;9;2006;1320;1746;1746;1746;2;3;758;377500
1390;6000;6;1941;375;735;869;1218;1;2;440;131000
1391;9100;7;2000;1400;1525;1525;1525;2;2;541;235000
1392;8944;5;1967;0;1584;1584;1584;2;3;792;124000
1393;7838;5;1967;769;864;900;900;1;1;288;123000
1394;10800;6;1905;0;482;1221;1912;2;2;672;163000
1395;4045;7;2006;1070;1356;1500;1500;2;3;648;246578
1396;12665;8;2005;0;1094;1133;2482;2;3;642;281213
1397;57200;5;1948;353;747;1687;1687;1;2;572;160000
1398;6120;5;1920;0;939;939;1513;1;1;180;137500
1399;7200;5;1950;180;1208;1136;1904;1;1;240;138000
1400;6171;6;1925;264;976;1160;1608;2;1;216;137450
1401;6000;6;1929;0;862;950;1158;1;1;208;120000
1402;7415;6;2004;759;839;864;1593;2;2;398;193000
1403;6762;7;2006;0;1286;1294;1294;2;2;662;193879
1404;15256;8;2007;929;1485;1464;1464;2;3;754;282922
1405;10410;3;1915;0;672;694;1214;1;3;936;105000
1406;3842;8;2004;1373;1594;1646;1646;2;2;482;275000
1407;8445;5;1972;656;768;768;768;1;2;396;133000
1408;8780;5;1985;625;833;833;833;1;0;0;112000
1409;7740;4;1910;0;622;741;1363;1;2;528;125500
1410;20544;7;1986;0;791;1236;2093;2;2;542;215000
1411;12420;7;2001;666;944;944;1840;2;2;622;230000
1412;9600;6;1950;120;856;1112;1668;1;1;271;140000
1413;7200;4;1949;0;0;1040;1040;2;2;420;90000
1414;10994;8;2005;976;1844;1844;1844;2;2;620;257000
1415;13053;6;1923;0;833;1053;1848;1;2;370;207000
1416;3635;7;2007;988;1386;1569;1569;2;3;660;175900
1417;11340;4;1885;0;777;1246;2290;2;2;560;122500
1418;16545;8;1998;781;1284;1310;2450;2;3;1069;340000
